종가_등락률,거래량_등락률,고가-종가_비율,종가-저가_비율,연속상승,연속하락,RSI,target
0.57,-42.0,1.23,0.9,1,0,60.55,1
0.11,9.2,2.22,0.0,1,0,57.89,1
0.57,49.79,1.12,1.36,0,0,58.41,1
-0.11,-18.17,0.11,1.83,0,1,60.55,1
-0.79,-42.93,0.0,2.05,0,0,63.21,0
4.74,23.05,0.23,3.06,0,0,65.18,0
-0.59,-23.83,1.86,0.0,0,0,50.34,1
0.12,24.05,2.19,1.65,1,0,47.06,0
2.29,-1.77,1.51,3.19,1,0,39.17,1
0.98,0.32,1.31,2.05,0,0,30.3,1
0.0,-25.46,0.73,1.46,0,0,25.93,1
-3.64,43.0,1.32,1.1,0,1,26.52,0
-1.16,41.88,1.28,0.71,0,1,37.42,0
-1.15,14.04,0.92,1.16,0,1,35.76,0
-0.8,6.57,0.91,0.8,0,1,44.76,0
-0.34,-6.05,0.57,1.03,0,1,48.97,0
-0.23,0.5,0.9,0.79,0,0,50.34,0
1.26,21.69,0.79,0.34,0,0,52.78,0
-0.46,-8.19,1.25,0.57,0,1,48.7,1
-0.45,-41.19,0.57,1.03,0,0,47.68,0
2.09,-34.59,1.46,1.82,0,0,66.09,0
-4.86,86.87,3.47,0.0,0,0,55.47,1
0.78,52.99,0.44,1.77,1,0,67.25,0
0.56,-35.89,0.55,1.67,0,0,72.33,1
0.0,-11.13,1.76,0.34,0,0,73.72,1
-2.19,79.58,1.97,0.0,0,1,73.72,0
-1.4,3.97,2.14,0.0,0,1,71.72,0
-0.22,-43.61,0.96,1.19,0,1,72.3,0
-2.21,-28.69,1.69,0.32,0,0,70.71,0
0.21,9.17,0.0,2.21,1,0,73.38,0
0.32,6.94,0.32,1.79,1,0,71.9,1
2.38,44.51,0.74,1.8,1,0,70.13,1
1.43,-6.2,0.11,0.98,1,0,65.45,1
0.78,22.94,0.87,1.76,0,0,59.77,1
-1.53,-34.73,1.42,0.55,0,0,56.5,1
4.09,-31.91,0.0,2.07,0,0,65.9,0
-1.12,40.65,1.56,0.11,0,1,42.42,1
-1.11,31.72,1.22,0.11,0,1,47.62,0
-0.99,-1.14,1.85,0.0,0,0,52.02,0
1.34,-45.42,0.11,1.1,0,0,54.4,0
-2.6,102.26,0.66,1.11,0,1,45.4,1
-1.07,-1.09,0.65,0.65,0,1,48.65,0
-2.2,34.58,1.79,0.43,0,0,50.78,0
0.42,-20.99,0.31,0.94,0,0,50.78,0
-2.06,-36.7,1.76,0.32,0,0,50.26,1
1.68,11.35,0.0,2.99,1,0,55.66,0
1.82,118.82,0.63,1.99,1,0,57.28,1
0.54,-24.35,0.0,0.85,1,0,56.19,1
0.54,39.94,0.85,0.54,1,0,56.73,1
0.33,-20.03,0.54,0.65,0,0,52.26,1
-0.11,-2.2,0.54,1.3,0,0,62.65,1
0.22,-42.18,0.0,1.08,1,0,60.51,0
2.9,22.28,0.22,2.6,1,0,57.05,1
2.17,30.61,0.22,2.46,0,0,45.78,1
-0.57,7.06,0.79,0.8,0,1,43.93,1
-0.34,-32.51,0.68,0.11,0,1,37.01,0
-1.99,57.4,0.9,1.24,0,0,34.01,0
0.22,-34.62,0.55,0.66,0,0,32.64,0
-0.77,-41.19,0.11,0.89,0,1,33.1,1
-3.2,38.8,2.16,1.21,0,0,26.36,0
0.21,86.81,0.32,0.96,1,0,44.76,0
0.21,-29.02,0.43,0.53,1,0,50.0,1
1.97,33.76,0.11,1.71,1,0,51.2,1
0.11,-18.16,0.76,0.11,1,0,46.38,1
0.44,-3.34,0.33,0.66,0,0,47.06,1
-2.15,14.38,2.67,0.11,0,0,45.32,1
0.65,-6.84,0.64,1.07,0,0,52.87,0
-0.54,40.37,0.43,0.54,0,1,60.58,1
-0.85,20.17,0.64,0.32,0,0,71.54,0
0.0,-35.42,0.21,0.96,0,0,72.22,0
1.63,2.11,0.21,1.92,0,0,71.54,0
0.0,-12.58,0.86,0.54,0,0,58.33,1
-0.75,-23.67,0.97,0.43,0,1,59.32,0
-2.0,3.33,1.48,0.75,0,0,59.32,0
1.17,6.02,0.32,1.58,1,0,55.14,0
0.75,-9.79,0.64,0.64,1,0,50.86,1
1.53,23.16,1.38,0.21,0,0,48.76,1
-0.43,15.81,0.76,0.55,0,1,50.43,1
-0.97,-33.48,1.6,0.11,0,0,52.5,0
2.2,-2.41,0.0,1.61,0,0,57.6,0
-1.09,5.38,1.62,0.11,0,1,41.6,1
-0.65,6.6,0.97,1.3,0,0,48.06,0
1.54,-9.25,0.54,0.43,1,0,48.46,0
1.56,-34.98,1.08,0.88,0,0,40.44,1
-2.29,153.47,2.07,0.56,0,1,36.67,1
-0.65,-19.79,1.29,0.76,0,0,48.72,0
0.22,-19.92,1.7,0.43,1,0,50.62,0
1.32,-16.42,0.65,0.87,0,0,47.77,1
-2.36,-7.0,3.39,0.11,0,1,37.33,1
-0.32,10.28,1.06,0.96,0,1,48.45,0
-2.4,-16.3,0.74,0.43,0,0,51.59,0
2.02,36.1,1.13,1.98,1,0,62.65,0
0.75,6.0,0.63,2.34,0,0,55.25,1
-1.27,2.81,0.85,1.07,0,0,50.84,1
0.43,2.82,0.0,2.22,1,0,60.23,0
0.11,-22.72,1.77,0.0,0,0,56.36,1
0.0,-14.84,1.26,0.32,0,0,54.37,1
0.86,-8.67,0.74,1.06,0,0,59.59,0
-2.2,-2.45,2.2,0.86,0,1,62.14,1
-1.14,-18.55,2.16,0.0,0,1,62.14,0
-2.43,73.17,1.63,0.0,0,1,63.45,0
-1.0,14.56,0.8,0.3,0,0,69.46,0
0.5,-37.64,0.8,1.1,0,0,76.36,0
-1.88,24.74,1.49,0.1,0,1,70.27,1
-1.36,48.62,2.32,0.2,0,0,73.17,0
0.39,-6.38,0.19,1.75,0,0,71.61,0
-0.39,-25.09,0.2,0.78,0,0,79.29,1
1.18,-79.46,0.77,2.63,1,0,83.94,0
2.42,209.74,0.2,1.68,0,0,75.18,1
-3.51,141.71,3.88,0.81,0,1,65.61,1
-1.91,-13.36,2.29,0.0,0,1,72.4,0
-0.76,-35.64,1.32,0.57,0,0,75.0,0
2.53,83.46,0.19,3.61,0,0,78.77,0
-0.77,-51.51,1.15,0.58,0,0,67.28,1
3.6,89.51,0.38,2.7,1,0,66.82,0
1.01,34.51,0.4,1.8,1,0,52.65,1
0.2,-35.3,0.8,0.3,0,0,48.23,1
-0.9,-34.89,2.18,0.0,0,0,48.88,1
1.32,-14.91,0.7,1.4,0,0,46.48,0
-1.8,25.49,2.38,0.2,0,1,40.09,1
-2.34,44.54,1.96,0.4,0,1,45.58,0
-0.58,-25.82,1.72,0.19,0,0,50.0,0
1.38,-13.78,0.19,1.94,0,0,53.75,0
-3.23,-30.19,3.6,0.0,0,0,56.09,1
1.35,-41.6,1.13,1.33,0,0,55.7,0
1.65,67.96,1.19,1.06,1,0,99.9,0
3.45,8.62,0.04,3.34,0,0,98.29,1
-0.12,5.35,0.2,2.34,0,1,95.17,1
-2.77,35.73,2.7,0.75,0,0,95.18,0
0.54,-1.21,0.35,1.73,0,0,95.32,0
-2.2,-31.58,1.22,0.39,0,0,94.85,1
2.76,27.69,0.38,2.35,1,0,94.95,0
2.76,73.22,0.0,1.52,0,0,92.66,1
-0.72,-1.34,1.11,0.32,0,0,90.57,1
1.08,-23.36,0.51,0.95,1,0,90.62,0
1.63,-17.55,0.76,0.8,1,0,89.84,1
0.29,24.03,0.89,0.24,0,0,30.08,1
-0.04,-8.5,2.08,0.53,0,1,29.67,1
-0.65,10.39,0.69,1.72,0,0,29.8,0
1.65,-20.6,0.49,2.03,0,0,31.94,0
-0.7,-5.38,0.37,2.07,0,0,32.12,1
3.88,6.96,1.3,2.87,0,0,40.84,0
-2.49,-3.01,2.78,0.0,0,1,33.64,1
-0.87,79.44,0.04,1.75,0,1,32.14,0
-1.38,-8.51,1.38,0.08,0,0,35.63,0
0.37,-22.75,1.36,0.28,1,0,32.62,0
0.7,-33.59,1.05,1.47,0,0,37.11,1
-2.56,27.67,0.81,0.74,0,1,41.96,1
-0.6,18.06,0.95,1.8,0,0,47.97,0
1.13,-32.29,0.0,2.47,0,0,52.78,0
-3.98,75.71,1.97,0.24,0,0,54.29,1
1.41,-5.07,0.0,1.43,0,0,64.15,0
-0.27,8.69,1.39,0.0,0,0,59.89,1
0.91,-0.31,0.0,2.15,0,0,59.23,0
-0.78,-32.55,1.17,0.59,0,1,61.14,1
-0.78,37.18,0.54,1.76,0,1,61.36,0
-0.43,-30.13,0.92,1.01,0,0,75.27,0
0.19,-36.75,0.46,1.47,1,0,72.3,0
3.86,131.31,0.0,2.52,0,0,69.9,1
0.0,-39.26,2.05,0.32,0,0,52.86,1
1.1,-26.51,1.58,1.01,1,0,53.93,0
1.19,-9.16,0.57,2.28,1,0,52.75,1
3.4,38.93,0.57,2.88,1,0,41.9,1
4.03,9.38,0.17,2.55,0,0,33.2,1
-1.78,6.3,2.08,0.27,0,1,29.38,1
-2.21,-12.51,1.67,0.04,0,1,20.37,0
-0.68,54.24,2.16,0.13,0,0,30.08,0
0.0,2.82,2.07,0.0,0,0,31.31,0
0.34,-23.04,0.38,0.63,1,0,32.79,0
0.98,40.06,1.21,0.97,0,0,29.41,1
-1.1,-31.13,1.06,0.0,0,1,25.05,1
-0.25,27.24,0.63,0.93,0,1,27.33,0
-2.03,-34.07,1.58,0.38,0,1,28.48,0
-1.27,-18.79,2.85,1.07,0,0,42.41,0
3.07,-0.09,0.2,2.16,1,0,46.14,0
3.98,20.11,1.08,2.82,1,0,42.1,1
2.28,-9.79,1.3,1.49,0,0,37.65,1
-2.83,-24.89,1.06,0.63,0,0,39.61,1
0.44,-0.84,1.33,0.04,0,0,53.76,0
-3.42,20.83,5.1,0.0,0,1,48.9,1
-1.04,-31.57,1.04,1.77,0,0,51.7,0
0.46,-3.08,0.83,4.01,0,0,52.5,0
-4.26,5.98,3.44,0.0,0,1,51.45,1
-0.16,-57.31,2.24,0.2,0,0,60.03,0
0.2,426.53,7.83,0.6,0,0,62.48,0
-2.77,3.77,1.66,0.04,0,0,60.36,1
0.87,14.38,0.51,0.62,1,0,64.19,0
1.03,-7.26,0.0,1.85,1,0,59.29,1
1.86,16.86,0.2,2.19,1,0,54.91,1
0.37,-29.43,0.72,1.58,1,0,57.33,1
1.91,8.08,0.0,1.75,0,0,66.17,1
-2.19,35.8,0.9,0.58,0,1,66.79,1
-1.16,-37.91,2.1,0.57,0,0,66.09,0
0.56,34.34,1.46,0.16,0,0,69.16,0
-0.76,-45.79,0.8,1.13,0,0,61.75,1
3.01,101.96,0.28,2.76,1,0,61.26,0
0.71,-62.98,0.9,1.28,0,0,54.01,1
-0.08,8.54,0.58,2.99,0,1,40.69,1
-1.23,35.32,2.07,0.46,0,1,40.42,0
-3.1,3.07,3.33,0.41,0,1,44.76,0
-3.11,114.87,2.55,0.83,0,1,45.59,0
-0.19,-11.58,0.95,1.0,0,0,55.92,0
2.04,-18.93,0.0,1.77,0,0,59.24,0
-1.05,16.8,2.11,0.86,0,0,58.55,1
1.18,18.16,1.79,0.39,1,0,61.67,0
0.12,-5.69,0.74,0.47,1,0,63.6,1
3.24,-16.36,0.0,2.86,1,0,58.91,1
2.41,-33.02,0.4,1.82,0,0,47.36,1
-3.02,43.22,3.79,0.0,0,0,43.6,1
1.14,-28.32,0.52,0.93,0,0,48.77,0
